,id,ICD10_CODE,Freq,VALIDITY_x,SHORT_DESCRIPTION_x,LONG_DESCRIPTION_x,FULL_DESCRIPTION_x,STATUS_x,CODE_TYPE_x
1360,1361,H93.13,60,C,TINNITUS BILATERAL,TINNITUS BILATERAL,"Tinnitus, bilateral",,1
1361,1362,H93.19,27,C,TINNITUS UNSPECIFIED EAR,TINNITUS UNSPECIFIED EAR,"Tinnitus, unspecified ear",,1
1362,1363,H93.242,1,C,TEMP AUD THRESHOLD SHIFT LT EAR,TEMPORARY AUDITORY THRESHOLD SHIFT LEFT EAR,"Temporary auditory threshold shift, left ear",,1
1363,1364,H93.243,1,C,TEMP AUD THRESHOLD SHIFT BILATERAL,TEMPORARY AUDITORY THRESHOLD SHIFT BILATERAL,"Temporary auditory threshold shift, bilateral",,1
1364,1365,H93.292,1,C,OTH ABNORM AUD PERCEPTIONS LT EAR,OTHER ABNORMAL AUDITORY PERCEPTIONS LEFT EAR,"Other abnormal auditory perceptions, left ear",,1
1365,1366,H93.293,2,C,OTH ABNORM AUD PERCEPTIONS BIL,OTHER ABNORMAL AUDITORY PERCEPTIONS BILATERAL,"Other abnormal auditory perceptions, bilateral",,1
1366,1367,H93.299,4,C,OTH ABNORM AUD PERCEPTIONS UNS EAR,OTHER ABNORMAL AUDITORY PERCEPTIONS UNS EAR,"Other abnormal auditory perceptions, unspecified ear",,1
1367,1368,H93.8X1,8,C,OTHER SPECIFIED DISORDERS RIGHT EAR,OTHER SPECIFIED DISORDERS OF RIGHT EAR,Other specified disorders of right ear,,1
1368,1369,H93.8X2,8,C,OTHER SPECIFIED DISORDERS LEFT EAR,OTHER SPECIFIED DISORDERS OF LEFT EAR,Other specified disorders of left ear,,1
1369,1370,H93.8X3,16,C,OTHER SPECIFIED DISORDERS EAR BIL,OTHER SPECIFIED DISORDERS OF EAR BILATERAL,"Other specified disorders of ear, bilateral",,1
1370,1371,H93.8X9,2,C,OTHER SPECIFIED DISORDERS EAR UNS,OTHER SPECIFIED DISORDERS OF EAR UNSPECIFIED EAR,"Other specified disorders of ear, unspecified ear",,1
1371,1372,H93.91,2,C,UNSPECIFIED DISORDER OF RIGHT EAR,UNSPECIFIED DISORDER OF RIGHT EAR,Unspecified disorder of right ear,,1
1372,1373,H93.92,1,C,UNSPECIFIED DISORDER OF LEFT EAR,UNSPECIFIED DISORDER OF LEFT EAR,Unspecified disorder of left ear,,1
1373,1374,H93.93,1,C,UNSPECIFIED DISORDER EAR BILATERAL,UNSPECIFIED DISORDER OF EAR BILATERAL,"Unspecified disorder of ear, bilateral",,1
1374,1375,H93.A1,1,C,PULSATILE TINNITUS RIGHT EAR,PULSATILE TINNITUS RIGHT EAR,"Pulsatile tinnitus, right ear",,1
1375,1376,I00,1,C,RHEUMATIC FEVER W/O HEART INVOLVE,RHEUMATIC FEVER WITHOUT HEART INVOLVEMENT,Rheumatic fever without heart involvement,,1
1376,1377,I05.9,11,C,RHEUMATIC MITRAL VALVE DISEASE UNS,RHEUMATIC MITRAL VALVE DISEASE UNSPECIFIED,"Rheumatic mitral valve disease, unspecified",,1
1377,1378,I06.1,1,C,RHEUMATIC AORTIC INSUFFICIENCY,RHEUMATIC AORTIC INSUFFICIENCY,Rheumatic aortic insufficiency,,1
1378,1379,I07.1,2,C,RHEUMATIC TRICUSPID INSUFFICIENCY,RHEUMATIC TRICUSPID INSUFFICIENCY,Rheumatic tricuspid insufficiency,,1
1379,1380,I07.9,1,C,RHEUMATIC TRICUSPID VALVE DZ UNS,RHEUMATIC TRICUSPID VALVE DISEASE UNSPECIFIED,"Rheumatic tricuspid valve disease, unspecified",,1
1380,1381,I08.0,3,C,RHEUMATIC D/O MITRAL AORTIC VALVES,RHEUMATIC DISORDERS BOTH MITRAL & AORTIC VALVES,Rheumatic disorders of both mitral and aortic valves,,1
1381,1382,I10,20439,C,ESSENTIAL PRIMARY HYPERTENSION,ESSENTIAL PRIMARY HYPERTENSION,Essential (primary) hypertension,,1
1382,1383,I11.0,35,C,HTN HEART DISEASE W/HEART FAIL,HYPERTENSIVE HEART DISEASE WITH HEART FAILURE,Hypertensive heart disease with heart failure,,1
1383,1384,I11.9,86,C,HTN HEART DISEASE W/O HEART FAIL,HYPERTENSIVE HEART DISEASE WITHOUT HEART FAILURE,Hypertensive heart disease without heart failure,,1
1384,1385,I12.0,19,C,HYPERTENSIVE CKD W/STAGE 5 CKD/ESRD,HYPERTENSIVE CKD W/STAGE 5 CKD OR ESRD,Hypertensive chronic kidney disease with stage 5 chronic kidney disease or end stage renal disease,,1
1385,1386,I12.9,152,C,HTN CKD W/STAGE 1-4 CKD/UNS CKD,HYPERTENSIVE CKD W/STAGE 1-4 CKD OR UNS CKD,"Hypertensive chronic kidney disease with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease",,1
1386,1387,I13.0,89,C,HTN HRT CKD W/HF STAGE 1-4/UNS CKD,HTN HEART & CKD W/HF & CKD STAGE 1-4 OR UNS CKD,"Hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease",,1
1387,1388,I13.10,20,C,HTN HRT CKD NO HF STAGE 1-4/UNS CKD,HTN HEART & CKD W/O HF W/STAGE 1-4 CKD/UNS CKD,"Hypertensive heart and chronic kidney disease without heart failure, with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease",,1
1388,1389,I13.2,2,C,HTN HRT CKD W/HF W/STAGE 5 CKD/ESRD,HTN HEART & CKD W/HF  W/STAGE 5 CKD OR ESRD,"Hypertensive heart and chronic kidney disease with heart failure and with stage 5 chronic kidney disease, or end stage renal disease",,1
1389,1390,I15.0,1,C,RENOVASCULAR HYPERTENSION,RENOVASCULAR HYPERTENSION,Renovascular hypertension,,1
1390,1391,I15.1,15,C,HYPERTENSION SECOND OTH RENAL D/O,HYPERTENSION SECONDARY TO OTHER RENAL DISORDERS,Hypertension secondary to other renal disorders,,1
1391,1392,I15.2,15,C,HYPERTENSION SECOND ENDOCRINE D/O,HYPERTENSION SECONDARY TO ENDOCRINE DISORDERS,Hypertension secondary to endocrine disorders,,1
1392,1393,I15.8,9,C,OTHER SECONDARY HYPERTENSION,OTHER SECONDARY HYPERTENSION,Other secondary hypertension,,1
1393,1394,I15.9,12,C,SECONDARY HYPERTENSION UNSPECIFIED,SECONDARY HYPERTENSION UNSPECIFIED,"Secondary hypertension, unspecified",,1
1394,1395,I16.0,63,C,HYPERTENSIVE URGENCY,HYPERTENSIVE URGENCY,Hypertensive urgency,,1
1395,1396,I16.1,6,C,HYPERTENSIVE EMERGENCY,HYPERTENSIVE EMERGENCY,Hypertensive emergency,,1
1396,1397,I16.9,6,C,HYPERTENSIVE CRISIS UNSPECIFIED,HYPERTENSIVE CRISIS UNSPECIFIED,"Hypertensive crisis, unspecified",,1
1397,1398,I20.0,2,C,UNSTABLE ANGINA,UNSTABLE ANGINA,Unstable angina,,1
1398,1399,I20.8,54,C,OTHER FORMS OF ANGINA PECTORIS,OTHER FORMS OF ANGINA PECTORIS,Other forms of angina pectoris,,1
1399,1400,I20.9,54,C,ANGINA PECTORIS UNSPECIFIED,ANGINA PECTORIS UNSPECIFIED,"Angina pectoris, unspecified",,1
1400,1401,I21.09,1,C,ST ELEV MI OTH COR ART ANT WALL,ST ELEVATION MI INVOLV OTH CORONARY ART ANT WALL,ST elevation (STEMI) myocardial infarction involving other coronary artery of anterior wall,,1
1401,1402,I21.29,1,C,ST ELEVATION MI INVOLVING OTH SITES,ST ELEVATION MYOCARDIAL INFARCT INVOLV OTH SITES,ST elevation (STEMI) myocardial infarction involving other sites,,1
1402,1403,I21.3,3,C,ST ELEVATION MI UNSPECIFIED SITE,ST ELEVATION MYOCARDIAL INFARCTION UNS SITE,ST elevation (STEMI) myocardial infarction of unspecified site,,1
1403,1404,I21.4,7,C,NON-ST ELEVATION MYOCARDIAL INFARCT,NON-ST ELEVATION MYOCARDIAL INFARCTION,Non-ST elevation (NSTEMI) myocardial infarction,,1
1404,1405,I21.9,4,C,ACUTE MYOCARDIAL INFARCTION UNSPEC,ACUTE MYOCARDIAL INFARCTION UNSPECIFIED,"Acute myocardial infarction, unspecified",N,1
1405,1406,I23.8,1,C,OTHER CURRENT COMP FLW ACUTE MI,OTH CURRENT COMP FOLLOW ACUTE MYOCARD INFARCTION,Other current complications following acute myocardial infarction,,1
1406,1407,I24.0,2,C,ACUTE COR THROMBOSIS NOT RESULT MI,ACUTE CORONARY THROMBOSIS NOT RESULTING IN MI,Acute coronary thrombosis not resulting in myocardial infarction,,1
1407,1408,I24.9,4,C,ACUTE ISCHEMIC HEART DISEASE UNS,ACUTE ISCHEMIC HEART DISEASE UNSPECIFIED,"Acute ischemic heart disease, unspecified",,1
1408,1409,I25.10,1282,C,ASHD NATIVE CA W/O ANGINA PECTORIS,ASHD NATIVE CORONARY ARTERY W/O ANGINA PECTORIS,Atherosclerotic heart disease of native coronary artery without angina pectoris,,1
1409,1410,I25.110,3,C,ASHD NATIVE CA W/UNSTABLE AP,ASHD NATIVE COR ART W/UNSTABLE ANGINA PECTORIS,Atherosclerotic heart disease of native coronary artery with unstable angina pectoris,,1
1410,1411,I25.111,18,C,ASHD NATIVE CA W/AP W/DOC SPASM,ASHD NATIVE COR ART W/ANGINA PECTORIS DOC SPASM,Atherosclerotic heart disease of native coronary artery with angina pectoris with documented spasm,,1
1411,1412,I25.118,54,C,ASHD NATIVE CA W/OTH FORMS AP,ASHD NATIVE COR ART W/OTH FORMS ANGINA PECTORIS,Atherosclerotic heart disease of native coronary artery with other forms of angina pectoris,,1
1412,1413,I25.119,55,C,ASHD NATIV CA W/UNS ANGINA PECTORIS,ASHD NATIVE COR ARTREY W/UNS ANGINA PECTORIS,Atherosclerotic heart disease of native coronary artery with unspecified angina pectoris,,1
1413,1414,I25.2,85,C,OLD MYOCARDIAL INFARCTION,OLD MYOCARDIAL INFARCTION,Old myocardial infarction,,1
1414,1415,I25.5,34,C,ISCHEMIC CARDIOMYOPATHY,ISCHEMIC CARDIOMYOPATHY,Ischemic cardiomyopathy,,1
1415,1416,I25.708,3,C,ATS CABG UNS W/OTH ANGINA PECTORIS,ATHEROSCLEROSIS CABG UNS W/OTH ANGINA PECTORIS,"Atherosclerosis of coronary artery bypass graft(s), unspecified, with other forms of angina pectoris",,1
1416,1417,I25.720,1,C,ATS AUTOLOG ART CABG W/UNSTABLE AP,ATHEROSCLEROSIS AUTOLOG ART CABG W/UNSTABLE AP,Atherosclerosis of autologous artery coronary artery bypass graft(s) with unstable angina pectoris,,1
1417,1418,I25.721,2,C,ATS AUTOLOG ART CABG W/AP DOC SPASM,ATHEROSCLEROSIS AUTOLOG ART CABG W/AP DOC SPASM,Atherosclerosis of autologous artery coronary artery bypass graft(s) with angina pectoris with documented spasm,,1
1418,1419,I25.728,6,C,ATS AUTOLOG ART CABG W/OTH FORMS AP,ATHEROSCLEROSIS AUTOLOG ART CABG W/OTH FORMS AP,Atherosclerosis of autologous artery coronary artery bypass graft(s) with other forms of angina pectoris,,1
1419,1420,I25.729,13,C,ATS AUTOLOGOUS ARTERY CABG W/UNS AP,ATHEROSCLEROSIS AUTOLOGOUS ARTERY CABG W/UNS AP,Atherosclerosis of autologous artery coronary artery bypass graft(s) with unspecified angina pectoris,,1
1420,1421,I25.750,1,C,ATS NATV CA TPLNT HRT W/UNSTABLE AP,ATHEROSCLER NATV COR ART TPLNT HRT W/UNSTABLE AP,Atherosclerosis of native coronary artery of transplanted heart with unstable angina,,1
1421,1422,I25.768,3,C,ATS BP GRAFT CA TPLNT HRT W/OTH AP,ATHEROSCLER BP GRAFT COR ART TPLNT HRT W/OTH AP,Atherosclerosis of bypass graft of coronary artery of transplanted heart with other forms of angina pectoris,,1
1422,1423,I25.791,1,C,ATS OTH CA BP GRAFT W/AP DOC SPASM,ATHEROSCLER OTH COR ART BP GRAFT W/AP DOC SPASM,Atherosclerosis of other coronary artery bypass graft(s) with angina pectoris with documented spasm,,1
1423,1424,I25.798,1,C,ATS OTH CA BP GRAFT W/OTH FORMS AP,ATHEROSCLER OTH COR ART BP GRAFT W/OTH FORMS AP,Atherosclerosis of other coronary artery bypass graft(s) with other forms of angina pectoris,,1
1424,1425,I25.810,42,C,ATS CA BP GRAFT NO ANGINA PECTORIS,ATHEROSCLEROSIS CABG WITHOUT ANGINA PECTORIS,Atherosclerosis of coronary artery bypass graft(s) without angina pectoris,,1
1425,1426,I25.811,3,C,ATS NATIVE CA TPLNT HEART W/O AP,ATHEROSCLEROSIS NATIVE COR ART TPLNT HRT W/O AP,Atherosclerosis of native coronary artery of transplanted heart without angina pectoris,,1
1426,1427,I25.812,2,C,ATS BP GRAFT CA TPLNT HEART W/O AP,ATHEROSCLER BP GRAFT COR ART TPLNT HRT W/O AP,Atherosclerosis of bypass graft of coronary artery of transplanted heart without angina pectoris,,1
1427,1428,I25.83,12,C,CORONARY ATS D/T LIPID RICH PLAQUE,CORONARY ATHEROSLEROSIS DUE TO LIPID RICH PLAQUE,Coronary atherosclerosis due to lipid rich plaque,,1
1428,1429,I25.84,4,C,COR ATHEROSCLER D/T CALC COR LESION,COR ATHEROSCLER D/T CALCIFIED CORONARY LESION,Coronary atherosclerosis due to calcified coronary lesion,,1
1429,1430,I25.9,59,C,CHRONIC ISCHEMIC HEART DISEASE UNS,CHRONIC ISCHEMIC HEART DISEASE UNSPECIFIED,"Chronic ischemic heart disease, unspecified",,1
1430,1431,I26.99,65,C,OTH PULM EMBO W/O AC COR PULMONALE,OTH PULMONARY EMBOLISM W/O ACUTE COR PULMONALE,Other pulmonary embolism without acute cor pulmonale,,1
1431,1432,I27.0,23,C,PRIMARY PULMONARY HYPERTENSION,PRIMARY PULMONARY HYPERTENSION,Primary pulmonary hypertension,,1
1432,1433,I27.2,19,I,OTHER SEC PULMONARY HYPERTENSION,OTHER SECONDARY PULMONARY HYPERTENSION,Other secondary pulmonary hypertension,C,1
1433,1434,I27.20,30,C,PULMONARY HYPERTENSION UNSPECIFIED,PULMONARY HYPERTENSION UNSPECIFIED,"Pulmonary hypertension, unspecified",N,1
1434,1435,I27.21,3,C,SEC PULMONARY ARTERIAL HYPERTENSION,SECONDARY PULMONARY ARTERIAL HYPERTENSION,Secondary pulmonary arterial hypertension,N,1
1435,1436,I27.29,1,C,OTHER SEC PULMONARY HYPERTENSION,OTHER SECONDARY PULMONARY HYPERTENSION,Other secondary pulmonary hypertension,N,1
1436,1437,I27.81,4,C,COR PULMONALE CHRONIC,COR PULMONALE CHRONIC,Cor pulmonale (chronic),,1
1437,1438,I27.82,3,C,CHRONIC PULMONARY EMBOLISM,CHRONIC PULMONARY EMBOLISM,Chronic pulmonary embolism,,1
1438,1439,I27.89,1,C,OTHER SPECIFIED PULMONARY HEART DZ,OTHER SPECIFIED PULMONARY HEART DISEASES,Other specified pulmonary heart diseases,,1
1439,1440,I28.8,2,C,OTHER DISEASES OF PULMONARY VESSELS,OTHER DISEASES OF PULMONARY VESSELS,Other diseases of pulmonary vessels,,1
1440,1441,I31.3,2,C,PERICARDIAL EFFUSION NONINFLAMM,PERICARDIAL EFFUSION NONINFLAMMATORY,Pericardial effusion (noninflammatory),,1
1441,1442,I34.0,30,C,NONRHEUMATIC MITRAL INSUFFICIENCY,NONRHEUMATIC MITRAL VALVE INSUFFICIENCY,Nonrheumatic mitral (valve) insufficiency,,1
1442,1443,I34.1,9,C,NONRHEUMATIC MITRAL VALVE PROLAPSE,NONRHEUMATIC MITRAL VALVE PROLAPSE,Nonrheumatic mitral (valve) prolapse,,1
1443,1444,I34.2,1,C,NONRHEUMATIC MITRAL VALVE STENOSIS,NONRHEUMATIC MITRAL VALVE STENOSIS,Nonrheumatic mitral (valve) stenosis,,1
1444,1445,I34.9,4,C,NONRHEUMATIC MITRAL VALVE D/O UNS,NONRHEUMATIC MITRAL VALVE DISORDER UNSPECIFIED,"Nonrheumatic mitral valve disorder, unspecified",,1
1445,1446,I35.0,163,C,NONRHEUMATIC AORTIC VALVE STENOSIS,NONRHEUMATIC AORTIC VALVE STENOSIS,Nonrheumatic aortic (valve) stenosis,,1
1446,1447,I35.1,53,C,NONRHEUMATIC AORTIC INSUFFICIENCY,NONRHEUMATIC AORTIC VALVE INSUFFICIENCY,Nonrheumatic aortic (valve) insufficiency,,1
1447,1448,I35.2,2,C,NONRHEUMATIC AV STENOS W/INSUFF,NONRHEUMATIC AORTIC VALVE STENOSIS W/INSUFF,Nonrheumatic aortic (valve) stenosis with insufficiency,,1
1448,1449,I35.8,23,C,OTH NONRHEUMATIC AORTIC VALVE D/O,OTHER NONRHEUMATIC AORTIC VALVE DISORDERS,Other nonrheumatic aortic valve disorders,,1
1449,1450,I35.9,55,C,NONRHEUMATIC AORTIC VALVE D/O UNS,NONRHEUMATIC AORTIC VALVE DISORDER UNSPECIFIED,"Nonrheumatic aortic valve disorder, unspecified",,1
1450,1451,I36.1,1,C,NONRHEUMATIC TRICUSPID VALVE INSUFF,NONRHEUMATIC TRICUSPID VALVE INSUFFICIENCY,Nonrheumatic tricuspid (valve) insufficiency,,1
1451,1452,I37.9,2,C,NONRHEUMATIC PULM VALV DISORDER UNS,NONRHEUMATIC PULMONARY VALVE DISORDER UNS,"Nonrheumatic pulmonary valve disorder, unspecified",,1
1452,1453,I38,26,C,ENDOCARDITIS VALVE UNSPECIFIED,ENDOCARDITIS VALVE UNSPECIFIED,"Endocarditis, valve unspecified",,1
1453,1454,I42.0,4,C,DILATED CARDIOMYOPATHY,DILATED CARDIOMYOPATHY,Dilated cardiomyopathy,,1
1454,1455,I42.1,5,C,OBST HYPERTROPHIC CARDIOMYOPATHY,OBSTRUCTIVE HYPERTROPHIC CARDIOMYOPATHY,Obstructive hypertrophic cardiomyopathy,,1
1455,1456,I42.2,1,C,OTHER HYPERTROPHIC CARDIOMYOPATHY,OTHER HYPERTROPHIC CARDIOMYOPATHY,Other hypertrophic cardiomyopathy,,1
1456,1457,I42.5,1,C,OTHER RESTRICTIVE CARDIOMYOPATHY,OTHER RESTRICTIVE CARDIOMYOPATHY,Other restrictive cardiomyopathy,,1
1457,1458,I42.7,2,C,CARDIOMYOPATHY D/T DRUG EXT AGENT,CARDIOMYOPATHY DUE TO DRUG AND EXTERNAL AGENT,Cardiomyopathy due to drug and external agent,,1
1458,1459,I42.8,14,C,OTHER CARDIOMYOPATHIES,OTHER CARDIOMYOPATHIES,Other cardiomyopathies,,1
1459,1460,I42.9,99,C,CARDIOMYOPATHY UNSPECIFIED,CARDIOMYOPATHY UNSPECIFIED,"Cardiomyopathy, unspecified",,1
1460,1461,I43,1,C,CARDIOMYOPATHY DZ CLASSIFIED ELSW,CARDIOMYOPATHY IN DISEASES CLASSIFIED ELSEWHERE,Cardiomyopathy in diseases classified elsewhere,,1
1461,1462,I44.0,29,C,ATRIOVENTRICULAR BLOCK FIRST DEGREE,ATRIOVENTRICULAR BLOCK FIRST DEGREE,"Atrioventricular block, first degree",,1
1462,1463,I44.1,5,C,ATRIOVENTRICULAR BLOCK SECOND DEG,ATRIOVENTRICULAR BLOCK SECOND DEGREE,"Atrioventricular block, second degree",,1
1463,1464,I44.2,14,C,ATRIOVENTRICULAR BLOCK COMPLETE,ATRIOVENTRICULAR BLOCK COMPLETE,"Atrioventricular block, complete",,1
1464,1465,I44.4,3,C,LEFT ANTERIOR FASCICULAR BLOCK,LEFT ANTERIOR FASCICULAR BLOCK,Left anterior fascicular block,,1
1465,1466,I44.7,18,C,LT BUNDLE-BRANCH BLOCK UNSPECIFIED,LEFT BUNDLE-BRANCH BLOCK UNSPECIFIED,"Left bundle-branch block, unspecified",,1
1466,1467,I45.0,1,C,RIGHT FASCICULAR BLOCK,RIGHT FASCICULAR BLOCK,Right fascicular block,,1
1467,1468,I45.10,18,C,UNSPECIFIED RT BUNDLE-BRANCH BLOCK,UNSPECIFIED RIGHT BUNDLE-BRANCH BLOCK,Unspecified right bundle-branch block,,1
1468,1469,I45.2,4,C,BIFASCICULAR BLOCK,BIFASCICULAR BLOCK,Bifascicular block,,1
1469,1470,I45.9,3,C,CONDUCTION DISORDER UNSPECIFIED,CONDUCTION DISORDER UNSPECIFIED,"Conduction disorder, unspecified",,1
1470,1471,I47.1,18,C,SUPRAVENTRICULAR TACHYCARDIA,SUPRAVENTRICULAR TACHYCARDIA,Supraventricular tachycardia,,1
1471,1472,I47.2,3,C,VENTRICULAR TACHYCARDIA,VENTRICULAR TACHYCARDIA,Ventricular tachycardia,,1
1472,1473,I47.9,5,C,PAROXYSMAL TACHYCARDIA UNSPECIFIED,PAROXYSMAL TACHYCARDIA UNSPECIFIED,"Paroxysmal tachycardia, unspecified",,1
1473,1474,I48.0,366,C,PAROXYSMAL ATRIAL FIBRILLATION,PAROXYSMAL ATRIAL FIBRILLATION,Paroxysmal atrial fibrillation,,1
1474,1475,I48.1,18,C,PERSISTENT ATRIAL FIBRILLATION,PERSISTENT ATRIAL FIBRILLATION,Persistent atrial fibrillation,,1
1475,1476,I48.11,1,,,,,,
1476,1477,I48.19,3,,,,,,
1477,1478,I48.2,532,C,CHRONIC ATRIAL FIBRILLATION,CHRONIC ATRIAL FIBRILLATION,Chronic atrial fibrillation,,1
1478,1479,I48.20,13,,,,,,
1479,1480,I48.21,1,,,,,,
1480,1481,I48.4,1,C,ATYPICAL ATRIAL FLUTTER,ATYPICAL ATRIAL FLUTTER,Atypical atrial flutter,,1
1481,1482,I48.91,1109,C,UNSPECIFIED ATRIAL FIBRILLATION,UNSPECIFIED ATRIAL FIBRILLATION,Unspecified atrial fibrillation,,1
1482,1483,I48.92,13,C,UNSPECIFIED ATRIAL FLUTTER,UNSPECIFIED ATRIAL FLUTTER,Unspecified atrial flutter,,1
1483,1484,I49.1,19,C,ATRIAL PREMATURE DEPOLARIZATION,ATRIAL PREMATURE DEPOLARIZATION,Atrial premature depolarization,,1
1484,1485,I49.3,22,C,VENTRICULR PREMATURE DEPOLARIZATION,VENTRICULAR PREMATURE DEPOLARIZATION,Ventricular premature depolarization,,1
1485,1486,I49.49,1,C,OTHER PREMATURE DEPOLARIZATION,OTHER PREMATURE DEPOLARIZATION,Other premature depolarization,,1
1486,1487,I49.5,21,C,SICK SINUS SYNDROME,SICK SINUS SYNDROME,Sick sinus syndrome,,1
1487,1488,I49.8,14,C,OTHER SPECIFIED CARDIAC ARRHYTHMIAS,OTHER SPECIFIED CARDIAC ARRHYTHMIAS,Other specified cardiac arrhythmias,,1
1488,1489,I49.9,131,C,CARDIAC ARRHYTHMIA UNSPECIFIED,CARDIAC ARRHYTHMIA UNSPECIFIED,"Cardiac arrhythmia, unspecified",,1
1489,1490,I50.1,10,C,LEFT VENTRICULAR FAILURE UNSPEC,LEFT VENTRICULAR FAILURE UNSPECIFIED,"Left ventricular failure, unspecified",C,1
1490,1491,I50.20,104,C,UNSPECIFIED SYSTOLIC HEART FAILURE,UNSPECIFIED SYSTOLIC CONGESTIVE HEART FAILURE,Unspecified systolic (congestive) heart failure,,1
1491,1492,I50.21,6,C,ACUTE SYSTOLIC HEART FAILURE,ACUTE SYSTOLIC CONGESTIVE HEART FAILURE,Acute systolic (congestive) heart failure,,1
1492,1493,I50.22,168,C,CHRONIC SYSTOLIC HEART FAILURE,CHRONIC SYSTOLIC CONGESTIVE HEART FAILURE,Chronic systolic (congestive) heart failure,,1
1493,1494,I50.23,21,C,ACUTE CHRON SYSTOLIC HEART FAILURE,ACUTE CHRON SYSTOLIC HEART FAILURE,Acute on chronic systolic (congestive) heart failure,,1
1494,1495,I50.30,71,C,UNSPECIFIED DIASTOLIC HEART FAILURE,UNSPECIFIED DIASTOLIC CONGESTIVE HEART FAILURE,Unspecified diastolic (congestive) heart failure,,1
1495,1496,I50.31,45,C,ACUTE DIASTOLIC HEART FAILURE,ACUTE DIASTOLIC CONGESTIVE HEART FAILURE,Acute diastolic (congestive) heart failure,,1
1496,1497,I50.32,229,C,CHRONIC DIASTOLIC HEART FAILURE,CHRONIC DIASTOLIC CONGESTIVE HEART FAILURE,Chronic diastolic (congestive) heart failure,,1
1497,1498,I50.33,29,C,ACUTE ON CHRONIC DIASTOLIC CHF,ACUTE ON CHRON DIASTOLIC CONGESTIV HEART FAILURE,Acute on chronic diastolic (congestive) heart failure,,1
1498,1499,I50.40,13,C,UNS COMB SYSTOLIC & DIASTOLIC CHF,UNSPECIFIED COMBINED SYSTOLIC & DIASTOLIC CHF,Unspecified combined systolic (congestive) and diastolic (congestive) heart failure,,1
1499,1500,I50.41,3,C,ACUTE COMB SYSTOLIC & DIASTOLIC CHF,ACUTE COMBINED SYSTOLIC AND DIASTOLIC CHF,Acute combined systolic (congestive) and diastolic (congestive) heart failure,,1
1500,1501,I50.42,37,C,CHRON COMB SYSTOLIC & DIASTOLIC CHF,CHRONIC COMBINED SYSTOLIC AND DIASTOLIC CHF,Chronic combined systolic (congestive) and diastolic (congestive) heart failure,,1
1501,1502,I50.43,5,C,AC CHRN COMB SYSTOLIC & DIASTOL CHF,ACUTE ON CHRONIC COMB SYSTOLIC & DIASTOLIC CHF,Acute on chronic combined systolic (congestive) and diastolic (congestive) heart failure,,1
1502,1503,I50.810,1,C,RIGHT HEART FAILURE UNSPECIFIED,RIGHT HEART FAILURE UNSPECIFIED,"Right heart failure, unspecified",N,1
1503,1504,I50.9,756,C,HEART FAILURE UNSPECIFIED,HEART FAILURE UNSPECIFIED,"Heart failure, unspecified",,1
1504,1505,I51.7,34,C,CARDIOMEGALY,CARDIOMEGALY,Cardiomegaly,,1
1505,1506,I51.81,1,C,TAKOTSUBO SYNDROME,TAKOTSUBO SYNDROME,Takotsubo syndrome,,1
1506,1507,I51.89,3,C,OTHER ILL-DEFINED HEART DISEASES,OTHER ILL-DEFINED HEART DISEASES,Other ill-defined heart diseases,,1
1507,1508,I51.9,32,C,HEART DISEASE UNSPECIFIED,HEART DISEASE UNSPECIFIED,"Heart disease, unspecified",,1
1508,1509,I60.9,1,C,NONTRAUMATIC SUBARACH HEMORR UNS,NONTRAUMATIC SUBARACHNOID HEMORRHAGE UNSPECIFIED,"Nontraumatic subarachnoid hemorrhage, unspecified",,1
1509,1510,I61.1,1,C,NONTRAUM IC HEMORR HEMISPH CORTICAL,NONTRAUMAT INTRACEREB HEMORR HEMISPHERE CORTICAL,"Nontraumatic intracerebral hemorrhage in hemisphere, cortical",,1
1510,1511,I61.9,3,C,NONTRAUMAT INTRACEREBRAL HEMORR UNS,NONTRAUMATIC INTRACEREBRAL HEMORRHAGE UNS,"Nontraumatic intracerebral hemorrhage, unspecified",,1
1511,1512,I62.00,4,C,NONTRAUMATIC SUBDURAL HEMORR UNS,NONTRAUMATIC SUBDURAL HEMORRHAGE UNSPECIFIED,"Nontraumatic subdural hemorrhage, unspecified",,1
1512,1513,I62.9,1,C,NONTRAUMATIC INTRACRAN HEMORR UNS,NONTRAUMATIC INTRACRANIAL HEMORRHAGE UNSPECIFIED,"Nontraumatic intracranial hemorrhage, unspecified",,1
1513,1514,I63.231,1,C,CEREB INF UNS OCC/STEN RT CARTD ART,CEREBRAL INFARCT D/T UNS OCC/STEN RT CAROTID ART,Cerebral infarction due to unspecified occlusion or stenosis of right carotid arteries,,1
1514,1515,I63.232,4,C,CEREB INF UNS OCC/STEN LT CARTD ART,CEREBRAL INFARCT D/T UNS OCC/STEN LT CAROTID ART,Cerebral infarction due to unspecified occlusion or stenosis of left carotid arteries,,1
1515,1516,I63.49,1,C,CEREB INFARCT EMBO OTH CEREBLLR ART,CEREBRAL INFARCT D/T EMBOLISM OTH CEREBRAL ART,Cerebral infarction due to embolism of other cerebral artery,,1
